block_number,block_timestamp
6807609,2018-12-01 17:17:30
6807610,2018-12-01 17:17:40
6807611,2018-12-01 17:17:44
6807612,2018-12-01 17:17:51
6807613,2018-12-01 17:18:02
6807614,2018-12-01 17:18:25
6807615,2018-12-01 17:19:00
6807616,2018-12-01 17:19:08
6807617,2018-12-01 17:19:10
6807618,2018-12-01 17:19:19
6807619,2018-12-01 17:19:43
6807620,2018-12-01 17:19:58
6807621,2018-12-01 17:20:11
6807622,2018-12-01 17:20:25
6807623,2018-12-01 17:20:57
6807624,2018-12-01 17:21:04
6807625,2018-12-01 17:21:06
6807626,2018-12-01 17:21:13
6807627,2018-12-01 17:21:16
6807628,2018-12-01 17:21:33
6807629,2018-12-01 17:21:41
6807630,2018-12-01 17:21:49
6807631,2018-12-01 17:22:13
6807632,2018-12-01 17:22:26
6807633,2018-12-01 17:22:32
6807634,2018-12-01 17:22:45
6807635,2018-12-01 17:22:46
6807646,2018-12-01 17:25:36
6807647,2018-12-01 17:25:46
6807648,2018-12-01 17:26:38
6807649,2018-12-01 17:26:45
6807650,2018-12-01 17:26:50
6807651,2018-12-01 17:26:57
6807652,2018-12-01 17:27:02
6807653,2018-12-01 17:27:07
6807654,2018-12-01 17:27:49
6807655,2018-12-01 17:27:54
6807636,2018-12-01 17:22:58
6807637,2018-12-01 17:23:15
6807638,2018-12-01 17:23:16
6807639,2018-12-01 17:23:18
6807640,2018-12-01 17:23:23
6807641,2018-12-01 17:23:29
6807642,2018-12-01 17:23:54
6807643,2018-12-01 17:24:22
6807644,2018-12-01 17:24:26
6807645,2018-12-01 17:25:15
6807656,2018-12-01 17:27:55
6807657,2018-12-01 17:28:07
6807658,2018-12-01 17:28:17
6807659,2018-12-01 17:28:34
6807660,2018-12-01 17:28:35
6807661,2018-12-01 17:28:39
6807662,2018-12-01 17:29:06
6807663,2018-12-01 17:30:08
6807664,2018-12-01 17:30:11
6807665,2018-12-01 17:30:15
6807666,2018-12-01 17:30:32
6807667,2018-12-01 17:30:41
6807668,2018-12-01 17:30:47
6807669,2018-12-01 17:30:54
6807670,2018-12-01 17:31:57
6807671,2018-12-01 17:32:00
6807672,2018-12-01 17:32:03
6807673,2018-12-01 17:32:05
6807674,2018-12-01 17:32:21
6807675,2018-12-01 17:32:24
6807676,2018-12-01 17:32:32
6807677,2018-12-01 17:32:33
6807678,2018-12-01 17:33:14
6807679,2018-12-01 17:33:17
6807680,2018-12-01 17:33:34
6807681,2018-12-01 17:33:41
6807682,2018-12-01 17:33:48
6807683,2018-12-01 17:34:34
6807684,2018-12-01 17:35:24
6807685,2018-12-01 17:35:29
6807686,2018-12-01 17:36:04
6807687,2018-12-01 17:36:07
6807688,2018-12-01 17:36:12
6807689,2018-12-01 17:36:13
6807690,2018-12-01 17:37:04
6807691,2018-12-01 17:37:16
6807692,2018-12-01 17:37:24
6807693,2018-12-01 17:37:33
6807694,2018-12-01 17:37:44
6807695,2018-12-01 17:38:41
6807696,2018-12-01 17:38:49
6807697,2018-12-01 17:38:51
6807698,2018-12-01 17:38:53
6807699,2018-12-01 17:40:12
6807700,2018-12-01 17:40:20
6807701,2018-12-01 17:40:31
6807702,2018-12-01 17:40:53
6807703,2018-12-01 17:41:05
6807704,2018-12-01 17:41:15
6807705,2018-12-01 17:42:07
6807706,2018-12-01 17:42:18
6807707,2018-12-01 17:42:24
6807708,2018-12-01 17:42:30
6807709,2018-12-01 17:42:58
6807710,2018-12-01 17:43:25
6807711,2018-12-01 17:43:35
6807712,2018-12-01 17:45:07
6807713,2018-12-01 17:45:40
6807714,2018-12-01 17:45:47
6807715,2018-12-01 17:46:07
6807716,2018-12-01 17:46:13
6807717,2018-12-01 17:46:19
6807718,2018-12-01 17:46:28
6807719,2018-12-01 17:46:31
6807720,2018-12-01 17:46:38
6807721,2018-12-01 17:46:55
6807722,2018-12-01 17:47:03
6807723,2018-12-01 17:47:05
6807724,2018-12-01 17:47:27
6807725,2018-12-01 17:47:33
6807726,2018-12-01 17:48:20
6807727,2018-12-01 17:48:37
6807728,2018-12-01 17:48:55
6807729,2018-12-01 17:49:07
6807730,2018-12-01 17:49:46
6807731,2018-12-01 17:49:56
6807732,2018-12-01 17:50:01
6807733,2018-12-01 17:50:06
6807734,2018-12-01 17:50:18
6807735,2018-12-01 17:50:27
6807746,2018-12-01 17:53:53
6807747,2018-12-01 17:53:56
6807748,2018-12-01 17:53:58
6807749,2018-12-01 17:54:14
6807750,2018-12-01 17:54:24
6807751,2018-12-01 17:54:27
6807752,2018-12-01 17:54:35
6807753,2018-12-01 17:54:45
6807754,2018-12-01 17:54:52
6807755,2018-12-01 17:55:08
6807736,2018-12-01 17:50:34
6807737,2018-12-01 17:50:41
6807738,2018-12-01 17:50:43
6807739,2018-12-01 17:50:47
6807740,2018-12-01 17:51:24
6807741,2018-12-01 17:51:34
6807742,2018-12-01 17:51:48
6807743,2018-12-01 17:51:56
6807744,2018-12-01 17:52:04
6807745,2018-12-01 17:52:52
6807756,2018-12-01 17:55:19
6807757,2018-12-01 17:55:29
6807758,2018-12-01 17:55:32
6807759,2018-12-01 17:55:56
6807760,2018-12-01 17:56:06
6807761,2018-12-01 17:56:46
6807762,2018-12-01 17:57:04
6807763,2018-12-01 17:57:07
6807764,2018-12-01 17:57:12
6807765,2018-12-01 17:57:31
6807766,2018-12-01 17:58:38
6807767,2018-12-01 17:59:01
6807768,2018-12-01 17:59:05
6807769,2018-12-01 17:59:37
6807770,2018-12-01 18:00:12
6807771,2018-12-01 18:00:21
6807772,2018-12-01 18:00:32
6807773,2018-12-01 18:01:06
6807774,2018-12-01 18:01:12
6807775,2018-12-01 18:01:13
6807776,2018-12-01 18:01:15
6807777,2018-12-01 18:01:33
6807778,2018-12-01 18:02:12
6807779,2018-12-01 18:02:19
6807780,2018-12-01 18:02:34
6807781,2018-12-01 18:02:39
6807782,2018-12-01 18:02:52
6807783,2018-12-01 18:03:00
6807784,2018-12-01 18:03:25
6807785,2018-12-01 18:03:29
6807786,2018-12-01 18:03:36
6807787,2018-12-01 18:03:42
6807788,2018-12-01 18:04:05
6807789,2018-12-01 18:04:08
6807790,2018-12-01 18:04:19
6807791,2018-12-01 18:04:22
6807792,2018-12-01 18:04:38
6807793,2018-12-01 18:04:44
6807794,2018-12-01 18:04:45
6807795,2018-12-01 18:05:04
6807796,2018-12-01 18:05:10
6807797,2018-12-01 18:05:14
6807798,2018-12-01 18:05:23
6807799,2018-12-01 18:05:37
6807800,2018-12-01 18:05:48
6807801,2018-12-01 18:06:19
6807802,2018-12-01 18:06:23
6807803,2018-12-01 18:06:53
6807804,2018-12-01 18:06:55
6807805,2018-12-01 18:07:02
6807806,2018-12-01 18:07:04
6807807,2018-12-01 18:07:18
6807808,2018-12-01 18:07:25
6807809,2018-12-01 18:07:28
6807810,2018-12-01 18:07:57
6807811,2018-12-01 18:09:04
6807812,2018-12-01 18:09:09
6807813,2018-12-01 18:09:14
6807814,2018-12-01 18:09:18
6807815,2018-12-01 18:09:41
6807826,2018-12-01 18:11:44
6807827,2018-12-01 18:11:47
6807828,2018-12-01 18:11:51
6807829,2018-12-01 18:12:00
6807830,2018-12-01 18:12:09
6807831,2018-12-01 18:12:22
6807832,2018-12-01 18:12:24
6807833,2018-12-01 18:13:10
6807834,2018-12-01 18:14:04
6807835,2018-12-01 18:14:16
6807816,2018-12-01 18:09:45
6807817,2018-12-01 18:09:59
6807818,2018-12-01 18:10:28
6807819,2018-12-01 18:10:34
6807820,2018-12-01 18:10:45
6807821,2018-12-01 18:10:48
6807822,2018-12-01 18:11:07
6807823,2018-12-01 18:11:23
6807824,2018-12-01 18:11:29
6807825,2018-12-01 18:11:39
6807846,2018-12-01 18:16:34
6807847,2018-12-01 18:16:41
6807848,2018-12-01 18:16:49
6807849,2018-12-01 18:16:58
6807850,2018-12-01 18:17:04
6807851,2018-12-01 18:17:10
6807852,2018-12-01 18:17:15
6807853,2018-12-01 18:17:27
6807854,2018-12-01 18:17:33
6807855,2018-12-01 18:17:51
6807836,2018-12-01 18:14:30
6807837,2018-12-01 18:14:36
6807838,2018-12-01 18:14:46
6807839,2018-12-01 18:14:59
6807840,2018-12-01 18:15:02
6807841,2018-12-01 18:15:17
6807842,2018-12-01 18:15:43
6807843,2018-12-01 18:15:51
6807844,2018-12-01 18:15:54
6807845,2018-12-01 18:16:07
6807856,2018-12-01 18:18:22
6807857,2018-12-01 18:18:40
6807858,2018-12-01 18:18:44
6807859,2018-12-01 18:18:46
6807860,2018-12-01 18:19:03
6807861,2018-12-01 18:19:15
6807862,2018-12-01 18:19:22
6807863,2018-12-01 18:19:51
6807864,2018-12-01 18:19:52
6807865,2018-12-01 18:20:10
6807886,2018-12-01 18:24:59
6807887,2018-12-01 18:25:04
6807888,2018-12-01 18:25:10
6807889,2018-12-01 18:25:12
6807890,2018-12-01 18:25:39
6807891,2018-12-01 18:25:44
6807892,2018-12-01 18:25:47
6807893,2018-12-01 18:26:03
6807894,2018-12-01 18:26:16
6807895,2018-12-01 18:26:19
6807866,2018-12-01 18:20:45
6807867,2018-12-01 18:20:59
6807868,2018-12-01 18:21:19
6807869,2018-12-01 18:21:27
6807870,2018-12-01 18:21:32
6807871,2018-12-01 18:21:39
6807872,2018-12-01 18:21:41
6807873,2018-12-01 18:22:08
6807874,2018-12-01 18:22:09
6807875,2018-12-01 18:22:27
6807876,2018-12-01 18:22:33
6807877,2018-12-01 18:22:50
6807878,2018-12-01 18:23:14
6807879,2018-12-01 18:23:53
6807880,2018-12-01 18:24:02
6807881,2018-12-01 18:24:14
6807882,2018-12-01 18:24:37
6807883,2018-12-01 18:24:41
6807884,2018-12-01 18:24:54
6807885,2018-12-01 18:24:58
6807896,2018-12-01 18:26:51
6807897,2018-12-01 18:26:55
6807898,2018-12-01 18:27:16
6807899,2018-12-01 18:27:20
6807900,2018-12-01 18:27:28
6807901,2018-12-01 18:27:30
6807902,2018-12-01 18:27:31
6807903,2018-12-01 18:27:33
6807904,2018-12-01 18:28:06
6807905,2018-12-01 18:28:29
6807936,2018-12-01 18:33:09
6807937,2018-12-01 18:33:15
6807938,2018-12-01 18:33:37
6807939,2018-12-01 18:33:39
6807940,2018-12-01 18:33:42
6807941,2018-12-01 18:33:57
6807942,2018-12-01 18:34:01
6807943,2018-12-01 18:34:02
6807944,2018-12-01 18:34:24
6807945,2018-12-01 18:34:34
6807906,2018-12-01 18:28:39
6807907,2018-12-01 18:28:41
6807908,2018-12-01 18:28:45
6807909,2018-12-01 18:28:47
6807910,2018-12-01 18:28:52
6807911,2018-12-01 18:28:53
6807912,2018-12-01 18:29:07
6807913,2018-12-01 18:29:16
6807914,2018-12-01 18:29:36
6807915,2018-12-01 18:29:45
6807926,2018-12-01 18:32:18
6807927,2018-12-01 18:32:27
6807928,2018-12-01 18:32:30
6807929,2018-12-01 18:32:32
6807930,2018-12-01 18:32:34
6807931,2018-12-01 18:32:43
6807932,2018-12-01 18:32:48
6807933,2018-12-01 18:32:56
6807934,2018-12-01 18:33:02
6807935,2018-12-01 18:33:03
6807946,2018-12-01 18:34:39
6807947,2018-12-01 18:34:48
6807948,2018-12-01 18:35:07
6807949,2018-12-01 18:35:32
6807950,2018-12-01 18:35:46
6807951,2018-12-01 18:35:47
6807952,2018-12-01 18:35:50
6807953,2018-12-01 18:36:01
6807954,2018-12-01 18:36:18
6807955,2018-12-01 18:36:28
6807916,2018-12-01 18:30:24
6807917,2018-12-01 18:30:34
6807918,2018-12-01 18:30:44
6807919,2018-12-01 18:30:52
6807920,2018-12-01 18:31:19
6807921,2018-12-01 18:31:23
6807922,2018-12-01 18:31:43
6807923,2018-12-01 18:31:45
6807924,2018-12-01 18:31:59
6807925,2018-12-01 18:32:00
6807956,2018-12-01 18:36:29
6807957,2018-12-01 18:36:52
6807958,2018-12-01 18:36:56
6807959,2018-12-01 18:37:04
6807960,2018-12-01 18:37:11
6807961,2018-12-01 18:37:17
6807962,2018-12-01 18:37:19
6807963,2018-12-01 18:37:34
6807964,2018-12-01 18:37:39
6807965,2018-12-01 18:37:44
6807966,2018-12-01 18:37:48
6807967,2018-12-01 18:38:09
6807968,2018-12-01 18:38:15
6807969,2018-12-01 18:38:18
6807970,2018-12-01 18:38:43
6807971,2018-12-01 18:39:05
6807972,2018-12-01 18:39:19
6807973,2018-12-01 18:39:46
6807974,2018-12-01 18:40:34
6807975,2018-12-01 18:41:02
6807986,2018-12-01 18:44:01
6807987,2018-12-01 18:44:06
6807988,2018-12-01 18:44:34
6807989,2018-12-01 18:44:44
6807990,2018-12-01 18:44:55
6807991,2018-12-01 18:44:57
6807992,2018-12-01 18:45:14
6807993,2018-12-01 18:45:17
6807994,2018-12-01 18:45:20
6807995,2018-12-01 18:45:27
6807976,2018-12-01 18:41:15
6807977,2018-12-01 18:41:23
6807978,2018-12-01 18:41:41
6807979,2018-12-01 18:42:07
6807980,2018-12-01 18:42:55
6807981,2018-12-01 18:43:12
6807982,2018-12-01 18:43:20
6807983,2018-12-01 18:43:33
6807984,2018-12-01 18:43:36
6807985,2018-12-01 18:43:49
6807996,2018-12-01 18:45:34
6807997,2018-12-01 18:45:37
6807998,2018-12-01 18:45:54
6807999,2018-12-01 18:46:03
6808000,2018-12-01 18:46:18
6808001,2018-12-01 18:46:47
6808002,2018-12-01 18:47:16
6808003,2018-12-01 18:47:24
6808004,2018-12-01 18:47:31
6808005,2018-12-01 18:47:42
6808006,2018-12-01 18:47:56
6808007,2018-12-01 18:48:05
6808008,2018-12-01 18:48:20
6808009,2018-12-01 18:48:21
6808010,2018-12-01 18:48:23
6808011,2018-12-01 18:49:01
6808012,2018-12-01 18:49:15
6808013,2018-12-01 18:49:20
6808014,2018-12-01 18:49:29
6808015,2018-12-01 18:49:48
6808016,2018-12-01 18:50:11
6808017,2018-12-01 18:50:14
6808018,2018-12-01 18:50:26
6808019,2018-12-01 18:50:31
6808020,2018-12-01 18:50:55
6808021,2018-12-01 18:51:06
6808022,2018-12-01 18:51:09
6808023,2018-12-01 18:51:10
6808024,2018-12-01 18:51:11
6808025,2018-12-01 18:51:39
6808026,2018-12-01 18:51:47
6808027,2018-12-01 18:51:59
6808028,2018-12-01 18:52:20
6808029,2018-12-01 18:52:36
6808030,2018-12-01 18:52:38
6808031,2018-12-01 18:52:47
6808032,2018-12-01 18:52:54
6808033,2018-12-01 18:53:13
6808034,2018-12-01 18:53:25
6808035,2018-12-01 18:53:30
6808036,2018-12-01 18:53:57
6808037,2018-12-01 18:54:42
6808038,2018-12-01 18:55:04
6808039,2018-12-01 18:55:50
6808040,2018-12-01 18:55:57
6808041,2018-12-01 18:56:20
6808042,2018-12-01 18:56:27
6808043,2018-12-01 18:56:32
6808044,2018-12-01 18:56:49
6808045,2018-12-01 18:57:17
6808046,2018-12-01 18:57:26
6808047,2018-12-01 18:57:55
6808048,2018-12-01 18:58:05
6808049,2018-12-01 18:58:24
6808050,2018-12-01 18:58:45
6808051,2018-12-01 18:59:04
6808052,2018-12-01 18:59:09
6808053,2018-12-01 18:59:10
6808054,2018-12-01 18:59:16
6808055,2018-12-01 18:59:44
6808056,2018-12-01 19:00:17
6808057,2018-12-01 19:00:23
6808058,2018-12-01 19:01:18
6808059,2018-12-01 19:01:19
6808060,2018-12-01 19:01:50
6808061,2018-12-01 19:02:46
6808062,2018-12-01 19:03:27
6808063,2018-12-01 19:04:33
6808064,2018-12-01 19:04:48
6808065,2018-12-01 19:05:01
6808076,2018-12-01 19:07:10
6808077,2018-12-01 19:07:22
6808078,2018-12-01 19:07:34
6808079,2018-12-01 19:07:38
6808080,2018-12-01 19:07:54
6808081,2018-12-01 19:07:58
6808082,2018-12-01 19:08:16
6808083,2018-12-01 19:08:26
6808084,2018-12-01 19:08:44
6808085,2018-12-01 19:08:52
6808066,2018-12-01 19:05:15
6808067,2018-12-01 19:05:26
6808068,2018-12-01 19:05:33
6808069,2018-12-01 19:05:55
6808070,2018-12-01 19:06:02
6808071,2018-12-01 19:06:05
6808072,2018-12-01 19:06:21
6808073,2018-12-01 19:06:31
6808074,2018-12-01 19:06:49
6808075,2018-12-01 19:07:03
6808096,2018-12-01 19:11:12
6808097,2018-12-01 19:11:15
6808098,2018-12-01 19:11:50
6808099,2018-12-01 19:11:57
6808100,2018-12-01 19:12:13
6808101,2018-12-01 19:12:35
6808102,2018-12-01 19:12:58
6808103,2018-12-01 19:13:21
6808104,2018-12-01 19:13:24
6808105,2018-12-01 19:13:39
6808086,2018-12-01 19:08:54
6808087,2018-12-01 19:09:01
6808088,2018-12-01 19:09:03
6808089,2018-12-01 19:09:11
6808090,2018-12-01 19:09:17
6808091,2018-12-01 19:10:19
6808092,2018-12-01 19:10:22
6808093,2018-12-01 19:10:25
6808094,2018-12-01 19:10:50
6808095,2018-12-01 19:10:57
6808116,2018-12-01 19:17:30
6808117,2018-12-01 19:17:33
6808118,2018-12-01 19:17:47
6808119,2018-12-01 19:17:55
6808120,2018-12-01 19:18:29
6808121,2018-12-01 19:18:43
6808122,2018-12-01 19:18:45
6808123,2018-12-01 19:18:49
6808124,2018-12-01 19:19:03
6808125,2018-12-01 19:19:59
6808106,2018-12-01 19:14:01
6808107,2018-12-01 19:14:29
6808108,2018-12-01 19:15:21
6808109,2018-12-01 19:15:34
6808110,2018-12-01 19:15:39
6808111,2018-12-01 19:15:56
6808112,2018-12-01 19:16:05
6808113,2018-12-01 19:16:14
6808114,2018-12-01 19:16:28
6808115,2018-12-01 19:17:05
6808126,2018-12-01 19:20:22
6808127,2018-12-01 19:20:47
6808128,2018-12-01 19:20:50
6808129,2018-12-01 19:21:04
6808130,2018-12-01 19:21:08
6808131,2018-12-01 19:21:24
6808132,2018-12-01 19:21:34
6808133,2018-12-01 19:21:48
6808134,2018-12-01 19:22:03
6808135,2018-12-01 19:22:31
6808136,2018-12-01 19:22:35
6808137,2018-12-01 19:22:47
6808138,2018-12-01 19:23:15
6808139,2018-12-01 19:23:57
6808140,2018-12-01 19:24:33
6808141,2018-12-01 19:24:39
6808142,2018-12-01 19:24:49
6808143,2018-12-01 19:25:04
6808144,2018-12-01 19:25:23
6808145,2018-12-01 19:25:50
6808146,2018-12-01 19:26:03
6808147,2018-12-01 19:26:15
6808148,2018-12-01 19:26:18
6808149,2018-12-01 19:26:25
6808150,2018-12-01 19:26:31
6808151,2018-12-01 19:26:36
6808152,2018-12-01 19:26:53
6808153,2018-12-01 19:27:02
6808154,2018-12-01 19:27:12
6808155,2018-12-01 19:27:28
6808166,2018-12-01 19:30:31
6808167,2018-12-01 19:30:34
6808168,2018-12-01 19:30:48
6808169,2018-12-01 19:30:56
6808170,2018-12-01 19:31:00
6808171,2018-12-01 19:31:08
6808172,2018-12-01 19:31:22
6808173,2018-12-01 19:31:34
6808174,2018-12-01 19:31:42
6808175,2018-12-01 19:31:49
6808156,2018-12-01 19:27:30
6808157,2018-12-01 19:28:08
6808158,2018-12-01 19:28:22
6808159,2018-12-01 19:28:43
6808160,2018-12-01 19:28:53
6808161,2018-12-01 19:29:04
6808162,2018-12-01 19:29:18
6808163,2018-12-01 19:29:27
6808164,2018-12-01 19:30:20
6808165,2018-12-01 19:30:22
6808186,2018-12-01 19:33:46
6808187,2018-12-01 19:34:15
6808188,2018-12-01 19:34:18
6808189,2018-12-01 19:34:34
6808190,2018-12-01 19:34:55
6808191,2018-12-01 19:35:00
6808192,2018-12-01 19:35:38
6808193,2018-12-01 19:35:43
6808194,2018-12-01 19:36:13
6808195,2018-12-01 19:36:17
6808176,2018-12-01 19:31:58
6808177,2018-12-01 19:32:09
6808178,2018-12-01 19:32:15
6808179,2018-12-01 19:32:23
6808180,2018-12-01 19:32:29
6808181,2018-12-01 19:32:57
6808182,2018-12-01 19:33:04
6808183,2018-12-01 19:33:13
6808184,2018-12-01 19:33:39
6808185,2018-12-01 19:33:42
6808196,2018-12-01 19:36:24
6808197,2018-12-01 19:36:49
6808198,2018-12-01 19:37:25
6808199,2018-12-01 19:37:32
6808200,2018-12-01 19:37:49
6808201,2018-12-01 19:38:12
6808202,2018-12-01 19:38:25
6808203,2018-12-01 19:38:33
6808204,2018-12-01 19:38:36
6808205,2018-12-01 19:38:47
6808206,2018-12-01 19:38:55
6808207,2018-12-01 19:39:04
6808208,2018-12-01 19:39:16
6808209,2018-12-01 19:39:33
6808210,2018-12-01 19:40:19
6808211,2018-12-01 19:40:27
6808212,2018-12-01 19:40:55
6808213,2018-12-01 19:41:13
6808214,2018-12-01 19:41:35
6808215,2018-12-01 19:42:16
6808216,2018-12-01 19:42:38
6808217,2018-12-01 19:43:10
6808218,2018-12-01 19:43:31
6808219,2018-12-01 19:43:48
6808220,2018-12-01 19:44:07
6808221,2018-12-01 19:44:13
6808222,2018-12-01 19:44:21
6808223,2018-12-01 19:44:47
6808224,2018-12-01 19:45:22
6808225,2018-12-01 19:45:24
6808236,2018-12-01 19:47:55
6808237,2018-12-01 19:47:57
6808238,2018-12-01 19:48:05
6808239,2018-12-01 19:48:07
6808240,2018-12-01 19:48:17
6808241,2018-12-01 19:48:48
6808242,2018-12-01 19:48:50
6808243,2018-12-01 19:48:54
6808244,2018-12-01 19:48:59
6808245,2018-12-01 19:49:06
6808226,2018-12-01 19:45:31
6808227,2018-12-01 19:46:04
6808228,2018-12-01 19:46:11
6808229,2018-12-01 19:46:16
6808230,2018-12-01 19:46:59
6808231,2018-12-01 19:47:18
6808232,2018-12-01 19:47:32
6808233,2018-12-01 19:47:41
6808234,2018-12-01 19:47:44
6808235,2018-12-01 19:47:51
6808246,2018-12-01 19:49:24
6808247,2018-12-01 19:49:26
6808248,2018-12-01 19:49:30
6808249,2018-12-01 19:49:36
6808250,2018-12-01 19:49:45
6808251,2018-12-01 19:49:57
6808252,2018-12-01 19:49:59
6808253,2018-12-01 19:50:16
6808254,2018-12-01 19:50:29
6808255,2018-12-01 19:50:36
6808256,2018-12-01 19:50:43
6808257,2018-12-01 19:50:57
6808258,2018-12-01 19:51:02
6808259,2018-12-01 19:51:06
6808260,2018-12-01 19:51:12
6808261,2018-12-01 19:51:41
6808262,2018-12-01 19:51:56
6808263,2018-12-01 19:52:06
6808264,2018-12-01 19:52:11
6808265,2018-12-01 19:52:16
6808276,2018-12-01 19:55:00
6808277,2018-12-01 19:55:27
6808278,2018-12-01 19:55:33
6808279,2018-12-01 19:55:35
6808280,2018-12-01 19:55:47
6808281,2018-12-01 19:55:54
6808282,2018-12-01 19:56:04
6808283,2018-12-01 19:57:12
6808284,2018-12-01 19:57:16
6808285,2018-12-01 19:57:31
6808266,2018-12-01 19:52:19
6808267,2018-12-01 19:52:37
6808268,2018-12-01 19:53:20
6808269,2018-12-01 19:53:37
6808270,2018-12-01 19:53:40
6808271,2018-12-01 19:53:53
6808272,2018-12-01 19:53:59
6808273,2018-12-01 19:54:01
6808274,2018-12-01 19:54:11
6808275,2018-12-01 19:54:12
6808286,2018-12-01 19:58:36
6808287,2018-12-01 19:58:52
6808288,2018-12-01 19:59:05
6808289,2018-12-01 19:59:16
6808290,2018-12-01 19:59:26
6808291,2018-12-01 19:59:49
6808292,2018-12-01 19:59:50
6808293,2018-12-01 19:59:58
6808294,2018-12-01 20:00:01
6808295,2018-12-01 20:00:05
6808296,2018-12-01 20:00:34
6808297,2018-12-01 20:00:36
6808298,2018-12-01 20:01:04
6808299,2018-12-01 20:01:09
6808300,2018-12-01 20:01:17
6808301,2018-12-01 20:01:32
6808302,2018-12-01 20:01:37
6808303,2018-12-01 20:01:47
6808304,2018-12-01 20:02:07
6808305,2018-12-01 20:02:11
6808306,2018-12-01 20:02:17
6808307,2018-12-01 20:02:28
6808308,2018-12-01 20:02:47
6808309,2018-12-01 20:03:00
6808310,2018-12-01 20:03:07
6808311,2018-12-01 20:03:12
6808312,2018-12-01 20:03:31
6808313,2018-12-01 20:03:51
6808314,2018-12-01 20:04:18
6808315,2018-12-01 20:04:24
6808316,2018-12-01 20:04:32
6808317,2018-12-01 20:05:19
6808318,2018-12-01 20:05:24
6808319,2018-12-01 20:05:33
6808320,2018-12-01 20:05:56
6808321,2018-12-01 20:06:00
6808322,2018-12-01 20:06:04
6808323,2018-12-01 20:06:05
6808324,2018-12-01 20:06:27
6808325,2018-12-01 20:06:39
6808326,2018-12-01 20:06:52
6808327,2018-12-01 20:06:55
6808328,2018-12-01 20:07:07
6808329,2018-12-01 20:07:14
6808330,2018-12-01 20:07:39
6808331,2018-12-01 20:08:00
6808332,2018-12-01 20:08:51
6808333,2018-12-01 20:08:58
6808334,2018-12-01 20:09:15
6808335,2018-12-01 20:09:38
6808336,2018-12-01 20:09:42
6808337,2018-12-01 20:09:55
6808338,2018-12-01 20:09:57
6808339,2018-12-01 20:10:08
6808340,2018-12-01 20:10:17
6808341,2018-12-01 20:10:39
6808342,2018-12-01 20:10:41
6808343,2018-12-01 20:10:53
6808344,2018-12-01 20:10:57
6808345,2018-12-01 20:11:08
6808346,2018-12-01 20:11:16
6808347,2018-12-01 20:11:28
6808348,2018-12-01 20:11:38
6808349,2018-12-01 20:11:44
6808350,2018-12-01 20:11:48
6808351,2018-12-01 20:12:07
6808352,2018-12-01 20:12:22
6808353,2018-12-01 20:12:48
6808354,2018-12-01 20:13:39
6808355,2018-12-01 20:13:44
6808356,2018-12-01 20:14:13
6808357,2018-12-01 20:14:34
6808358,2018-12-01 20:14:48
6808359,2018-12-01 20:15:02
6808360,2018-12-01 20:15:12
6808361,2018-12-01 20:15:20
6808362,2018-12-01 20:15:23
6808363,2018-12-01 20:15:34
6808364,2018-12-01 20:15:41
6808365,2018-12-01 20:15:52
6808366,2018-12-01 20:15:54
6808367,2018-12-01 20:16:00
6808368,2018-12-01 20:16:29
6808369,2018-12-01 20:16:52
6808370,2018-12-01 20:16:55
6808371,2018-12-01 20:16:58
6808372,2018-12-01 20:17:23
6808373,2018-12-01 20:17:32
6808374,2018-12-01 20:17:43
6808375,2018-12-01 20:18:01
6808376,2018-12-01 20:18:32
6808377,2018-12-01 20:18:43
6808378,2018-12-01 20:18:46
6808379,2018-12-01 20:18:56
6808380,2018-12-01 20:19:00
6808381,2018-12-01 20:19:16
6808382,2018-12-01 20:19:24
6808383,2018-12-01 20:19:26
6808384,2018-12-01 20:19:34
6808385,2018-12-01 20:20:17
6808396,2018-12-01 20:23:30
6808397,2018-12-01 20:23:35
6808398,2018-12-01 20:23:46
6808399,2018-12-01 20:23:48
6808400,2018-12-01 20:23:52
6808401,2018-12-01 20:24:01
6808402,2018-12-01 20:24:19
6808403,2018-12-01 20:24:42
6808404,2018-12-01 20:24:45
6808405,2018-12-01 20:24:49
6808386,2018-12-01 20:20:42
6808387,2018-12-01 20:20:44
6808388,2018-12-01 20:20:46
6808389,2018-12-01 20:20:54
6808390,2018-12-01 20:21:02
6808391,2018-12-01 20:21:21
6808392,2018-12-01 20:22:31
6808393,2018-12-01 20:22:43
6808394,2018-12-01 20:22:46
6808395,2018-12-01 20:23:02
6808406,2018-12-01 20:25:26
6808407,2018-12-01 20:25:30
6808408,2018-12-01 20:25:35
6808409,2018-12-01 20:25:58
6808410,2018-12-01 20:26:00
6808411,2018-12-01 20:26:13
6808412,2018-12-01 20:26:17
6808413,2018-12-01 20:26:24
6808414,2018-12-01 20:26:47
6808415,2018-12-01 20:27:04
6808416,2018-12-01 20:27:24
6808417,2018-12-01 20:27:38
6808418,2018-12-01 20:27:42
6808419,2018-12-01 20:27:50
6808420,2018-12-01 20:27:54
6808421,2018-12-01 20:28:11
6808422,2018-12-01 20:28:35
6808423,2018-12-01 20:28:39
6808424,2018-12-01 20:28:41
6808425,2018-12-01 20:28:50
6808436,2018-12-01 20:31:23
6808437,2018-12-01 20:31:34
6808438,2018-12-01 20:31:42
6808439,2018-12-01 20:32:16
6808440,2018-12-01 20:32:24
